City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,sengkang,-4.1279,120.0297,90.37,59,100,0.85,ID,1732587048
285,vitoria da conquista,-14.8661,-40.8394,62.67,90,100,9.26,BR,1732586956
286,hotan,37.0997,79.9269,35.55,34,100,5.66,CN,1732587060
287,taurage,55.2522,22.2897,42.98,75,93,10.65,LT,1732587061
288,estevan,49.1334,-102.9842,-2.78,100,6,3.58,CA,1732586967
289,tobarra,38.5921,-1.6919,53.35,68,100,16.35,ES,1732587195
290,lihue,21.9789,-159.3672,78.39,68,0,17.27,US,1732587196
291,bela,25.9333,81.9833,63.99,48,5,2.75,IN,1732587198
292,riohacha,11.5444,-72.9072,80.71,94,0,3.44,CO,1732587199
293,saint-pierre,-21.3393,55.4781,74.88,78,0,4.61,RE,1732587116
294,i-n-salah,27.1935,2.4607,64.94,39,0,17.67,DZ,1732587201
295,thinadhoo,0.5333,72.9333,82.58,76,100,13.91,MV,1732587202
296,egilsstadir,65.2653,-14.3948,17.51,57,0,8.05,IS,1732587203
297,greymouth,-42.4667,171.2,63.18,75,100,9.08,NZ,1732587206
298,barra de santo antonio,-9.4047,-35.5072,76.91,81,92,7.0,BR,1732587030
299,aleysk,52.4926,82.7822,9.79,96,22,0.94,RU,1732587208
300,yorkton,51.2167,-102.4677,-7.76,84,0,9.22,CA,1732587209
301,sur,22.5667,59.5289,74.55,72,0,5.48,OM,1732587210
302,ilha de mocambique,-15.0342,40.7358,80.56,78,86,2.68,MZ,1732587211
303,dwarka,22.2394,68.9678,75.63,49,0,9.01,IN,1732587212
304,penonome,8.5167,-80.3667,78.01,89,100,3.0,PA,1732587213
305,cabo san lucas,22.8909,-109.9124,75.76,43,40,5.75,MX,1732587214
306,progreso,21.2833,-89.6667,74.08,73,0,10.07,MX,1732587216
307,nsanje,-16.92,35.262,72.59,93,22,4.23,MW,1732587217
308,troitsko-pechorsk,62.7084,56.1964,25.63,75,100,14.29,RU,1732587218
309,tralee,52.2704,-9.7026,40.89,75,23,2.75,IE,1732587219
310,amahai,-3.3333,128.9167,85.1,69,100,3.98,ID,1732586972
311,barranca,-10.75,-77.7667,66.31,83,100,6.96,PE,1732587222
312,sao felix do xingu,-6.6447,-51.995,73.26,84,100,2.37,BR,1732587224
313,jonava,55.0833,24.2833,41.05,81,0,10.36,LT,1732587226
314,nouadhibou,20.931,-17.0347,67.98,83,1,11.5,MR,1732587228
315,khairpur tamewah,29.5811,72.2364,64.87,34,0,5.91,PK,1732587229
316,ujae,8.9322,165.7642,81.72,82,100,19.93,MH,1732587230
317,kone,-21.0595,164.8658,86.36,60,100,4.76,NC,1732587167
318,leh,34.1667,77.5833,15.73,59,0,4.94,IN,1732587232
319,powell river,49.8496,-124.5361,40.59,68,6,2.55,CA,1732586936
320,natal,-5.795,-35.2094,75.85,88,40,4.61,BR,1732587234
321,ambalangoda,6.2355,80.0538,78.98,91,100,19.77,LK,1732587235
322,filingue,14.3521,3.3168,70.45,21,4,9.71,NE,1732587236
323,taichung,24.1469,120.6839,72.86,80,75,14.97,TW,1732587238
324,conil de la frontera,36.2772,-6.0885,59.2,80,90,5.79,ES,1732587239
325,porto seguro,-16.4497,-39.0647,73.92,88,0,2.3,BR,1732587241
326,lethem,3.3803,-59.7968,85.6,55,100,7.4,GY,1732587242
327,hawera,-39.5917,174.2833,65.41,73,62,15.64,NZ,1732587243
328,sanya,18.2431,109.505,79.47,71,87,13.51,CN,1732587245
329,holualoa,19.6228,-155.9522,78.64,74,0,13.8,US,1732587246
330,mount pearl,47.5166,-52.7813,40.44,98,100,10.36,CA,1732587248
331,jinjiang,24.8198,118.5741,70.38,51,7,9.26,CN,1732587249
332,buenos aires,-34.6132,-58.3772,71.94,83,100,25.01,AR,1732587047
333,brisas de zicatela,15.8369,-97.0419,79.32,89,0,2.3,MX,1732587251
334,jianshui,23.6363,102.8264,58.35,83,98,4.56,CN,1732587253
335,kapuskasing,49.4169,-82.4331,30.29,100,100,4.61,CA,1732587125
336,hermosillo,29.0667,-110.9667,77.85,21,75,3.44,MX,1732587066
337,sao martinho,39.5144,-9.1311,55.45,84,100,3.96,PT,1732587256
338,harper,4.375,-7.7169,77.67,84,9,3.65,LR,1732587257
339,aur,8.1499,171.1687,79.72,89,100,21.05,MH,1732587258
340,colonel hill,22.7667,-74.2167,75.72,81,100,20.04,BS,1732587260
341,bodo,67.28,14.405,35.64,93,100,16.11,NO,1732587261
342,petropavlovsk-kamchatsky,53.0452,158.6483,36.19,44,75,11.18,RU,1732587262
343,maisi,43.0395,41.2621,37.11,93,100,0.69,GE,1732587264
344,colonia,50.9333,6.95,49.96,82,20,4.61,DE,1732587151
345,hasaki,35.7333,140.8333,58.95,56,100,4.79,JP,1732587267
346,jangaon,17.7167,79.1833,63.34,54,55,7.18,IN,1732587269
347,ukmerge,55.25,24.75,40.1,80,38,15.82,LT,1732587270
348,crane,31.3974,-102.3501,50.79,44,93,12.68,US,1732587271
349,tarko-sale,64.9225,77.785,16.75,94,99,17.25,RU,1732587272
350,tourlaville,49.6383,-1.5664,45.82,93,75,10.36,FR,1732587273
351,al bawiti,28.3492,28.8659,58.62,52,100,11.92,EG,1732587274
352,ban houayxay,20.2453,100.4547,74.21,66,51,1.88,LA,1732587275
353,nikolayevsk-on-amure,53.1406,140.73,21.92,68,80,1.88,RU,1732587276
354,manokwari,-0.8667,134.0833,84.74,66,98,5.66,ID,1732587277
355,mil'kovo,55.6078,37.7956,29.62,68,100,9.26,RU,1732587077
356,severo-yeniseyskiy,60.3725,93.0408,19.0,94,100,4.81,RU,1732587069
357,bereznik,62.8551,42.7072,36.48,85,100,12.37,RU,1732587281
358,bubaque,11.2833,-15.8333,83.48,64,0,9.86,GW,1732587282
359,yaren,-0.5472,166.916,82.22,79,75,18.43,NR,1732587283
360,kikwit,-5.041,18.8162,69.55,98,100,0.78,CD,1732587284
361,gudari,19.35,83.7833,64.06,73,76,3.0,IN,1732587285
362,staryye ozinki,51.1786,49.6769,28.98,71,41,7.74,RU,1732587286
363,awjilah,29.1081,21.2869,51.8,62,28,8.86,LY,1732587287
364,arkansas city,37.062,-97.0384,31.26,80,0,4.61,US,1732587289
365,kharhial,20.2833,82.7667,61.5,62,100,1.32,IN,1732587290
366,ar rutbah,33.0381,40.2848,48.92,52,97,7.9,IQ,1732587291
367,gangarampur,25.4,88.5167,66.99,68,37,3.89,IN,1732587292
368,tchibanga,-2.85,11.0333,70.99,99,97,1.57,GA,1732587293
369,connellsville,40.0178,-79.5895,59.38,78,100,3.0,US,1732587294
370,sassnitz,54.5167,13.65,47.62,88,100,15.01,DE,1732587297
371,galveston,29.3669,-94.9669,75.99,80,0,6.91,US,1732587011
372,laojunmiao,39.8333,97.7333,20.48,35,37,5.48,CN,1732587299
373,haiku-pauwela,20.9219,-156.3051,79.21,73,20,10.0,US,1732587300
374,shahrud,36.4182,54.9763,45.61,54,0,1.3,IR,1732587301
375,cidreira,-30.1811,-50.2056,68.88,94,93,9.37,BR,1732587302
376,san jose de feliciano,-30.3845,-58.7517,70.47,98,96,8.55,AR,1732587303
377,tofol,5.3248,163.0078,89.38,62,75,11.5,FM,1732587040
378,nguigmi,14.2495,13.1092,67.77,34,4,10.18,NE,1732587305
379,fuling,29.7022,107.3919,52.57,81,100,2.55,CN,1732587307
380,kayangel,8.0823,134.7173,83.88,80,72,21.61,PW,1732587308
381,belmonte,-15.8631,-38.8828,74.17,75,88,9.98,BR,1732587310
382,naze,28.3667,129.4833,70.86,80,90,17.9,JP,1732587161
383,san julian,21.0167,-102.1667,63.07,23,100,2.28,MX,1732587312
384,es castell,39.8795,4.2854,65.08,82,0,4.61,ES,1732587313
385,meadow lakes,61.6247,-149.6011,32.52,95,100,3.44,US,1732587225
386,lubao,14.9167,120.55,87.51,67,53,10.51,PH,1732587315
387,merizo village,13.2658,144.6691,85.98,84,8,21.23,GU,1732587316
388,tome acu,-2.4189,-48.1522,74.79,96,95,2.57,BR,1732587222
389,vilyuchinsk,52.9306,158.4028,37.67,86,100,9.48,RU,1732587135
390,keflavik,64.0049,-22.5624,34.23,75,100,8.05,IS,1732587208
391,vidyayevo,69.3191,32.8049,23.02,87,99,7.02,RU,1732587321
392,vrangel',42.7297,133.0839,44.82,81,100,26.49,RU,1732587105
393,okakarara,-20.5833,17.4333,72.73,25,50,4.9,NA,1732587323
394,port saint john's,-31.6229,29.5448,73.18,86,100,16.13,ZA,1732587096
395,elliot lake,46.3834,-82.6331,28.4,96,100,5.23,CA,1732587325
396,sola,-13.8833,167.55,82.38,78,98,8.9,VU,1732587326
397,padangsidempuan,1.3667,99.2667,72.61,98,100,0.76,ID,1732587328
398,taroa,8.7058,171.2275,82.6,81,74,22.17,MH,1732587329
399,port douglas,-16.4833,145.4667,81.9,61,0,7.36,AU,1732587331
400,margaride,41.3683,-8.2007,50.74,85,100,2.77,PT,1732587332
401,puerto deseado,-47.7503,-65.8938,50.36,86,13,15.03,AR,1732587091
402,polyarnyy,69.1989,33.4478,24.51,86,98,8.32,RU,1732587334
403,tura,25.5198,90.2201,66.07,73,40,2.33,IN,1732587335
404,puerto armuelles,8.2833,-82.8667,77.09,90,100,5.01,PA,1732587336
405,wuyang,31.9925,116.2472,44.47,33,0,10.78,CN,1732587338
406,wanganui,-39.9333,175.05,65.3,73,64,12.01,NZ,1732587339
407,kyshtovka,56.555,76.6271,16.03,91,60,5.08,RU,1732587340
408,ouadda,8.0777,22.4007,65.86,36,4,3.91,CF,1732587341
409,rengasdengklok,-6.1592,107.2981,87.69,62,55,4.27,ID,1732587342
410,akrehamn,59.2667,5.1833,48.45,87,100,26.46,NO,1732587343
411,bayanhongor,46.7167,100.1167,-7.47,87,3,1.61,MN,1732587344
412,codrington,-38.2667,141.9667,79.12,49,100,12.73,AU,1732587345
413,georgiyevka,43.0369,74.7114,24.84,93,92,6.71,KZ,1732587346
414,bryan,30.6744,-96.37,51.84,73,0,15.01,US,1732587144
415,howrah,22.5892,88.3103,66.2,82,20,0.0,IN,1732587215
416,igrejinha,-29.5744,-50.7903,79.77,74,100,2.3,BR,1732587350
417,pingliang,35.5392,106.6861,31.06,27,99,1.39,CN,1732587351
418,villa gesell,-37.2639,-56.973,62.04,69,0,17.78,AR,1732587352
419,palmer,42.1584,-72.3287,37.9,73,75,0.0,US,1732587353
420,laholm,56.5121,13.0437,48.34,91,100,14.14,SE,1732587354
421,plastun,44.7561,136.2939,32.25,80,100,4.9,RU,1732587355
422,collinsville,38.6703,-89.9846,42.89,74,75,14.97,US,1732587356
423,nizhnesortymskiy,62.4397,71.7603,20.34,94,65,13.31,RU,1732587357
424,wanning,18.8003,110.3967,75.51,86,91,15.73,CN,1732587359
425,jindabyne,-36.4167,148.6333,73.58,57,100,14.0,AU,1732587360
426,jesus maria,-30.9815,-64.0942,66.54,94,36,5.75,AR,1732587361
427,tazovsky,67.4667,78.7,19.69,87,100,18.1,RU,1732587362
428,borogontsy,62.6683,131.1683,-12.39,96,100,2.91,RU,1732587134
429,sao joao da barra,-21.6403,-41.0511,72.68,69,91,10.89,BR,1732587364
430,mpanda,-6.3655,31.0409,64.92,96,99,0.18,TZ,1732587365
431,whangarei,-35.7317,174.3239,75.06,42,23,4.9,NZ,1732587097
432,maracaju,-21.6144,-55.1683,78.21,44,57,6.24,BR,1732587367
433,horta,38.5333,-28.6333,67.01,93,35,13.0,PT,1732587369
434,prokop'yevsk,53.9059,86.719,7.34,97,73,1.54,RU,1732587370
435,sitka,57.0531,-135.33,39.09,70,100,5.75,US,1732587371
436,takoradi,4.8845,-1.7554,77.43,87,1,5.12,GH,1732587372
437,polovinnoye,54.7914,65.9864,14.0,91,40,3.42,RU,1732587373
438,nova vicosa,-17.8919,-39.3719,73.38,67,31,7.56,BR,1732587374
439,manaure,11.7751,-72.4445,82.67,76,98,11.99,CO,1732587375
440,hirara,24.8,125.2833,73.67,94,75,27.63,JP,1732587376
441,labuan,5.2767,115.2417,84.56,79,40,3.44,MY,1732587379
442,maragogi,-9.0122,-35.2225,76.44,80,56,5.59,BR,1732587380
443,de haan,51.272,3.0429,45.23,100,40,6.91,BE,1732587381
444,balabac,7.9868,117.0645,83.35,81,100,16.4,PH,1732587382
445,chippewa falls,44.9369,-91.3929,26.42,72,20,16.11,US,1732587383
446,grand falls-windsor,48.9332,-55.6649,41.5,95,100,8.99,CA,1732587384
447,bel ombre,-4.6167,55.4167,78.64,83,20,5.75,SC,1732587385
448,qa'en,33.7265,59.1844,50.49,39,100,2.57,IR,1732587386
449,tocoa,15.6833,-86.0,71.11,100,37,0.36,HN,1732587111
450,waddan,29.1614,16.139,53.26,74,3,5.08,LY,1732587389
451,gamba,-2.65,10.0,76.05,93,100,5.17,GA,1732587390
452,bolpur,23.6667,87.7167,67.46,48,43,3.33,IN,1732587391
453,nadym,65.5333,72.5167,21.51,84,100,23.64,RU,1732587392
454,bardai,11.65,7.2333,61.68,30,51,8.55,NG,1732587393
455,armacao de buzios,-22.7469,-41.8817,71.01,76,72,15.77,BR,1732587375
456,kerikeri,-35.2268,173.9474,72.18,48,20,6.93,NZ,1732587197
457,urangan,-25.3,152.9,77.4,70,18,13.4,AU,1732587396
458,ath thawrah,35.8469,38.5443,43.32,78,100,11.03,SY,1732587397
459,tibanbang,6.6315,126.1055,81.73,78,32,6.49,PH,1732587399
460,dhidhdhoo,6.8833,73.1,82.47,69,94,8.99,MV,1732587400
461,midvagur,62.0511,-7.1939,34.63,75,75,14.97,FO,1732587401
462,bakanas,44.8081,76.2772,31.21,70,0,2.46,KZ,1732587402
463,kindu,-2.95,25.95,68.04,99,100,0.92,CD,1732587372
464,onega,63.9061,38.1404,37.35,91,100,14.03,RU,1732587404
465,callao,-12.0667,-77.15,68.72,77,40,14.97,PE,1732587149
466,seinajoki,62.7945,22.8282,43.38,99,20,9.22,FI,1732587406
467,shimoda,34.6667,138.95,58.75,71,100,7.87,JP,1732587407
468,zhangye,38.9342,100.4517,23.67,23,5,0.85,CN,1732587409
469,sandpoint,48.2766,-116.5533,37.06,98,100,0.0,US,1732587410
470,dolinsk,47.35,142.8,32.94,53,61,1.74,RU,1732587411
471,guane,22.2025,-84.0875,71.01,90,1,4.94,CU,1732587412
472,reggane,26.7158,0.1714,66.81,37,26,12.08,DZ,1732587413
473,nantucket,41.2835,-70.0995,42.91,65,0,8.75,US,1732587414
474,broome,42.2506,-75.833,42.71,86,100,7.0,US,1732587415
475,cabedelo,-6.9811,-34.8339,79.47,74,83,8.88,BR,1732587119
476,ulsan,35.5372,129.3167,52.59,86,100,4.0,KR,1732587417
477,coruripe,-10.1256,-36.1756,76.89,84,100,7.83,BR,1732587307
478,orkney,-26.9802,26.6727,67.8,50,0,7.16,ZA,1732587325
479,shingu,33.7333,135.9833,64.8,66,100,16.17,JP,1732587421
480,mombasa,-4.0547,39.6636,79.21,89,20,3.44,KE,1732587422
481,mahina,-17.5065,-149.489,85.77,66,0,18.41,PF,1732587423
482,tabuk,17.4189,121.4443,80.53,79,78,2.77,PH,1732587424
483,dzhangala,49.2167,50.3333,30.49,69,100,8.79,KZ,1732587425
484,boa vista,2.8197,-60.6733,85.98,58,20,10.36,BR,1732587326
485,sorong,-0.8833,131.25,84.13,73,100,3.36,ID,1732587323
486,nuku'alofa,-21.1333,-175.2,80.94,83,75,5.75,TO,1732587429
487,wagar,16.1525,36.2032,73.24,28,1,12.71,SD,1732587430
488,itaituba,-4.2761,-55.9836,83.08,54,100,1.16,BR,1732587267
489,dazhou,31.2159,107.5009,47.03,60,93,2.53,CN,1732587432
490,yoichi,43.2039,140.7703,44.31,48,34,4.27,JP,1732587433
491,todos santos,23.45,-110.2167,69.44,75,100,4.32,MX,1732587434
492,badarwas,24.9667,77.5667,60.76,46,2,2.98,IN,1732587435
493,souillac,-20.5167,57.5167,75.58,83,40,9.22,MU,1732587436
494,kattivakkam,13.2167,80.3167,79.97,98,100,8.57,IN,1732587437
495,north battleford,52.7834,-108.2847,-5.71,84,100,5.75,CA,1732587439
496,dampit,-8.2116,112.7493,81.27,81,99,2.66,ID,1732587440
497,edremit,39.5961,27.0244,38.95,75,20,8.05,TR,1732587441
498,xam nua,20.4197,104.0439,63.19,100,100,2.33,LA,1732587145
499,saint-joseph,-21.3667,55.6167,73.78,84,43,9.53,RE,1732587443
500,lowestoft,52.4752,1.7516,44.02,84,17,16.53,GB,1732587444
501,alexandreia,40.6267,22.4442,43.36,54,95,1.92,GR,1732587445
502,gizo,-8.103,156.8419,86.27,65,73,3.96,SB,1732587446
503,lorengau,-2.0226,147.2712,84.97,74,82,9.13,PG,1732587447
504,chandler,33.3062,-111.8412,67.6,38,0,1.01,US,1732587449
505,filadelfia,39.9523,-75.1638,53.02,67,100,6.91,US,1732587157
506,cherlak,54.155,74.8055,10.08,92,36,3.98,RU,1732587451
507,colac,-38.3333,143.5833,77.27,56,96,3.56,AU,1732587452
508,yarega,63.4354,53.5765,28.96,71,100,16.53,RU,1732587453
509,san antonio de pale,-1.4014,5.6325,78.6,83,99,10.98,GQ,1732587455
510,kolonia town,6.964,158.206,87.8,70,100,5.75,FM,1732587456
511,turriff,57.5384,-2.4593,42.1,81,100,21.97,GB,1732587457
512,strelka,58.0728,93.0344,17.19,94,78,6.62,RU,1732587458
513,fallon,39.4735,-118.7774,35.47,80,100,4.61,US,1732587365
514,vorkuta,67.5,64.0,24.12,93,100,27.87,RU,1732587440
515,coahuayana de hidalgo,18.7,-103.6583,75.25,87,29,0.87,MX,1732587461
516,zalingei,12.9096,23.4741,61.36,28,9,4.68,SD,1732587463
517,bechar,31.6167,-2.2167,56.8,42,18,2.37,DZ,1732587464
518,sabang,5.8933,95.3214,79.25,85,100,7.34,ID,1732587288
519,cururupu,-1.8283,-44.8683,77.2,80,20,3.87,BR,1732587466
520,praia da vitoria,38.7333,-27.0667,57.45,100,20,4.9,PT,1732587467
521,east ballina,-28.8667,153.5833,75.72,71,80,14.81,AU,1732587468
522,neiafu,-18.65,-173.9833,81.28,83,75,10.36,TO,1732587469
523,razole,16.4833,81.8333,74.68,72,100,6.06,IN,1732587470
524,yarmouth,41.7057,-70.2286,43.97,69,0,8.99,US,1732587472
525,piti village,13.4626,144.6933,86.31,82,75,19.57,GU,1732587473
526,kyzyl-suu,42.3414,78.0056,27.3,52,0,8.14,KG,1732587474
527,girua,-28.0283,-54.3497,80.19,51,100,8.23,BR,1732587475
528,mogocha,53.7333,119.7667,6.84,79,100,8.08,RU,1732587476
529,guben,51.9499,14.7145,48.25,70,100,9.28,DE,1732587477
530,palopo,-2.9996,120.1921,84.02,73,87,3.24,ID,1732587478
531,labrador city,52.9463,-66.9114,29.17,95,100,21.99,CA,1732587481
532,turabah,21.2141,41.6331,65.97,70,0,1.54,SA,1732587482
533,tayu,-6.5397,111.0518,85.44,70,100,2.1,ID,1732587483
534,hobyo,5.3505,48.5268,80.62,77,68,11.92,SO,1732587484
535,yelizovo,53.1873,158.3805,37.54,44,75,11.18,RU,1732587485
536,boende,-0.2167,20.8667,70.65,98,100,3.87,CD,1732587486
537,glace bay,46.1969,-59.957,44.78,92,100,19.57,CA,1732587487
538,salinopolis,-0.6136,-47.3561,80.4,79,52,14.16,BR,1732587191
539,masterton,-40.9597,175.6575,73.47,55,21,5.3,NZ,1732587431
540,abidjan,5.3094,-4.0197,80.56,89,20,5.75,CI,1732587491
541,broken hill,-31.95,141.4333,88.99,34,61,17.76,AU,1732587289
542,elbistan,38.2059,37.1983,22.32,99,100,1.12,TR,1732587197
543,darbhanga,26.1667,85.9,65.86,56,0,3.09,IN,1732587495
544,ituango,7.1712,-75.764,67.23,99,100,1.23,CO,1732587496
545,saudarkrokur,65.7461,-19.6394,18.81,75,5,18.54,IS,1732587497
546,pemba,-12.974,40.5178,79.5,94,20,3.47,MZ,1732587341
547,katsuura,35.1333,140.3,59.27,63,100,3.2,JP,1732587500
548,iskateley,67.6803,53.1512,33.98,89,100,29.89,RU,1732587501
549,burang,30.25,81.1667,21.58,35,0,2.01,CN,1732587502
550,vadso,70.0744,29.7487,32.16,74,99,12.66,NO,1732587503
551,westport,41.1415,-73.3579,44.91,61,20,0.0,US,1732587504
552,adam,22.3756,57.5233,68.5,74,0,4.29,OM,1732587505
553,acarau,-2.8856,-40.12,78.44,75,3,12.15,BR,1732587341
554,gornozavodsk,58.3758,58.3211,16.41,94,6,3.09,RU,1732587508
555,uchkeken,43.9378,42.5117,32.45,96,86,1.68,RU,1732587509
556,hadibu,12.65,54.0333,77.2,71,64,10.27,YE,1732587510
557,dolores,-36.3132,-57.6792,55.45,83,2,9.28,AR,1732587505
558,rio preto da eva,-2.6994,-59.6997,78.58,73,43,1.66,BR,1732587512
559,tulun,54.5611,100.5792,24.51,72,5,11.83,RU,1732587259
560,vanino,49.0869,140.2543,25.68,61,100,1.12,RU,1732587514
561,lubango,-14.9172,13.4925,60.89,87,33,3.47,AO,1732587515
562,shevchenko,48.5,35.0,26.8,67,0,7.76,UA,1732587517
563,'ain benian,36.8028,2.9219,55.45,56,42,7.81,DZ,1732587518
564,yei,4.095,30.6779,66.4,96,100,5.79,SS,1732587520
565,mugia,43.1041,-9.2179,54.91,74,100,16.04,ES,1732587521
566,city of balikpapan,-1.242,116.8942,85.95,62,95,2.3,ID,1732587522
567,liberia,6.5,-9.5,71.82,98,11,1.74,LR,1732587523
568,flagstaff,35.1981,-111.6513,40.41,60,0,1.01,US,1732587524
569,mirny,62.5353,113.9611,-2.6,96,100,11.92,RU,1732587445
